timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
225704717,5.0966306,3.319336,1,0,1,0,1,0,0
226204717,5.078906,3.3177245,1,0,1,0,1,0,0
226704717,5.078906,3.319336,1,0,1,0,1,0,0
227204718,5.091797,3.319336,1,0,1,0,1,0,0
227714717,5.093408,3.3209472,1,0,1,0,1,0,0
228214717,5.0740724,3.3177245,1,0,1,0,1,0,0
228714718,5.0950193,3.319336,1,0,1,0,1,0,0
229214717,5.0756836,3.319336,1,0,1,0,1,0,0
229714717,5.0708494,3.3177245,1,0,1,0,1,0,0
230214718,5.0756836,3.319336,1,0,1,0,1,0,0
230714717,5.0805173,3.3177245,1,0,1,0,1,0,0
231214717,5.0756836,3.3177245,1,0,1,0,1,0,0
231714718,5.0869627,3.319336,1,0,1,0,1,0,0
232214718,5.0724607,3.319336,1,0,1,0,1,0,0
232714718,5.0805173,3.3209472,1,0,1,0,1,0,0
233214718,5.067627,3.3177245,1,0,1,0,1,0,0
233714717,5.0724607,3.3177245,1,0,1,0,1,0,0
234224717,5.0756836,3.319336,1,0,1,0,1,0,0
234724717,5.0901856,3.3177245,1,0,1,0,1,0,0
235224725,5.064404,3.3161132,1,0,1,0,1,0,0
235724717,5.0998535,3.3209472,1,0,1,0,1,0,0
236224718,5.0853515,3.319336,1,0,1,0,1,0,0
236724717,5.0869627,3.319336,1,0,1,0,1,0,0
237224718,5.0740724,3.319336,1,0,1,0,1,0,0
237724717,5.0805173,3.319336,1,0,1,0,1,0,0
238224717,5.0869627,3.319336,1,0,1,0,1,0,0
238724717,5.0966306,3.3209472,1,0,1,0,1,0,0
239224718,5.0966306,3.3177245,1,0,1,0,1,0,0
239724717,5.091797,3.319336,1,0,1,0,1,0,0
240224717,5.0756836,3.319336,1,0,1,0,1,0,0
