timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
6879710,0.33275396,-0.064914726,0.3331938
6901714,0.31878147,-0.06173936,0.32365468
6923716,0.33275396,-0.06173936,0.33001408
6945681,0.33275396,-0.064914726,0.32683438
6967706,0.32995945,-0.064914726,0.32683438
6989674,0.33275396,-0.06173936,0.32683438
7011714,0.33275396,-0.06173936,0.33001408
7033734,0.33275396,-0.06173936,0.3331938
7055711,0.33275396,-0.06173936,0.3331938
7077674,0.33275396,-0.06173936,0.32683438
7099705,0.33275396,-0.06173936,0.32683438
7121675,0.33275396,-0.06173936,0.33001408
7143714,0.33275396,-0.06173936,0.32683438
7165681,0.33275396,-0.064914726,0.32365468
7187757,0.33275396,-0.064914726,0.32683438
7209682,0.33275396,-0.064914726,0.32365468
7231698,0.33554843,-0.06173936,0.33001408
7253677,0.33275396,-0.06173936,0.32365468
7275708,0.33275396,-0.06173936,0.32683438
7297682,0.33275396,-0.06173936,0.32683438
7319726,0.32995945,-0.064914726,0.33001408
7341681,0.33275396,-0.064914726,0.33001408
7363707,0.33275396,-0.064914726,0.32365468
7385681,0.33275396,-0.06173936,0.33001408
7407710,0.33275396,-0.06173936,0.32683438
7429682,0.33275396,-0.06173936,0.33001408
7451700,0.33554843,-0.06173936,0.32683438
7473681,0.33275396,-0.06173936,0.3331938
7495709,0.32995945,-0.06173936,0.32683438
7517673,0.33275396,-0.06173936,0.32365468
7539707,0.33275396,-0.064914726,0.3331938
7561673,0.32995945,-0.06173936,0.33001408
7583707,0.33275396,-0.064914726,0.33001408
7605707,0.33275396,-0.064914726,0.3331938
7627699,0.33275396,-0.06173936,0.32365468
7649730,0.33275396,-0.064914726,0.3363735
7671717,0.33275396,-0.064914726,0.3331938
7693676,0.33275396,-0.064914726,0.3331938
7715721,0.32995945,-0.06173936,0.33001408
7737673,0.33275396,-0.06173936,0.32683438
7759710,0.33275396,-0.06173936,0.32683438
7781673,0.33275396,-0.064914726,0.32683438
7803707,0.32995945,-0.06173936,0.32683438
7825681,0.33275396,-0.06173936,0.32683438
7847703,0.33275396,-0.06173936,0.33001408
7869681,0.33275396,-0.06173936,0.3363735
7891734,0.33275396,-0.064914726,0.33001408
7913676,0.33275396,-0.064914726,0.32683438
7935714,0.33275396,-0.06173936,0.33001408
7957682,0.33554843,-0.06173936,0.32683438
7979703,0.33275396,-0.06173936,0.33001408
8001673,0.33275396,-0.06173936,0.32683438
8023705,0.33275396,-0.06173936,0.33001408
8045681,0.33275396,-0.06173936,0.32365468
8067703,0.33554843,-0.06173936,0.3331938
8089680,0.33275396,-0.06173936,0.32683438
8111825,0.33275396,-0.064914726,0.32365468
8132733,0.33275396,-0.064914726,0.33001408
8154682,0.33275396,-0.06173936,0.32683438
8176683,0.33275396,-0.064914726,0.33001408
8198712,0.32995945,-0.064914726,0.33001408
8220673,0.33275396,-0.064914726,0.32683438
8242673,0.33275396,-0.064914726,0.32683438
8264681,0.33275396,-0.06173936,0.33001408
8286681,0.33275396,-0.06173936,0.3363735
8308673,0.32995945,-0.064914726,0.33001408
8330682,0.33275396,-0.064914726,0.33001408
8352682,0.33275396,-0.064914726,0.33001408
8374685,0.32995945,-0.064914726,0.33001408
8396682,0.32995945,-0.064914726,0.33001408
8418681,0.33275396,-0.064914726,0.3395532
8440673,0.33275396,-0.06173936,0.32047495
8462675,0.33275396,-0.06173936,0.33001408
8485681,0.33275396,-0.064914726,0.3331938
8507715,0.33275396,-0.064914726,0.32047495
8529682,0.33275396,-0.06173936,0.32365468
8551755,0.33275396,-0.064914726,0.33001408
8573731,0.33275396,-0.06173936,0.33001408
8595719,0.33275396,-0.064914726,0.32683438
8617682,0.33275396,-0.064914726,0.32683438
8639717,0.33275396,-0.06173936,0.32365468
8661683,0.33275396,-0.06173936,0.3331938
8683715,0.33275396,-0.064914726,0.3363735
8705681,0.33275396,-0.064914726,0.33001408
8727761,0.33275396,-0.06173936,0.33001408
8749710,0.33275396,-0.06173936,0.32683438
8771759,0.32995945,-0.064914726,0.3331938
8793682,0.33275396,-0.064914726,0.3331938
8815756,0.33275396,-0.06173936,0.32683438
8837683,0.33275396,-0.06173936,0.33001408
8859757,0.33554843,-0.06173936,0.33001408
8881682,0.33275396,-0.06173936,0.3331938
8903715,0.33275396,-0.064914726,0.33001408
8925683,0.33275396,-0.06173936,0.32683438
8947717,0.33275396,-0.064914726,0.32683438
8969683,0.33275396,-0.064914726,0.3363735
8991728,0.32995945,-0.064914726,0.3363735
9013686,0.33275396,-0.06173936,0.33001408
9035835,0.33275396,-0.06173936,0.32365468
9058673,0.33275396,-0.06173936,0.3363735
9081681,0.33275396,-0.064914726,0.33001408
9103707,0.33275396,-0.064914726,0.3331938
9125680,0.33275396,-0.064914726,0.3331938
9147716,0.33275396,-0.064914726,0.32683438
9169681,0.33275396,-0.06173936,0.32365468
9191719,0.32995945,-0.06173936,0.32047495
9213673,0.33275396,-0.064914726,0.3363735
9235714,0.33275396,-0.064914726,0.33001408
9257681,0.33554843,-0.064914726,0.32683438
9279715,0.32995945,-0.064914726,0.32365468
9301707,0.32995945,-0.064914726,0.32683438
9323715,0.33275396,-0.06173936,0.32683438
9345675,0.33275396,-0.06173936,0.3331938
9367708,0.32995945,-0.064914726,0.32683438
9389684,0.33275396,-0.064914726,0.32683438
9411716,0.33275396,-0.06173936,0.33001408
9433675,0.33275396,-0.06173936,0.32365468
9455763,0.33554843,-0.06173936,0.33001408
9477673,0.33275396,-0.064914726,0.3331938
9500053,0.33275396,-0.06173936,0.33001408
9522674,0.32995945,-0.06173936,0.3331938
9544684,0.33275396,-0.064914726,0.32683438
9566700,0.33275396,-0.064914726,0.32683438
9588682,0.33275396,-0.064914726,0.33001408
9610673,0.33275396,-0.06173936,0.3331938
9632041,0.33275396,-0.06173936,0.32683438
9654680,0.33275396,-0.06173936,0.32047495
9676673,0.32995945,-0.06173936,0.32683438
9698673,0.33275396,-0.06173936,0.33001408
9720681,0.33275396,-0.064914726,0.3331938
9742692,0.32995945,-0.064914726,0.32683438
9764674,0.32995945,-0.064914726,0.32683438
9786681,0.33275396,-0.064914726,0.3331938
9808673,0.33554843,-0.064914726,0.33001408
9830673,0.33275396,-0.06173936,0.33001408
9852688,0.33275396,-0.064914726,0.32683438
9874700,0.33275396,-0.064914726,0.33001408
9896730,0.33275396,-0.064914726,0.3331938
9918683,0.33275396,-0.064914726,0.32683438
9940676,0.32995945,-0.064914726,0.3331938
9962673,0.33275396,-0.064914726,0.33001408
9984681,0.33275396,-0.06173936,0.3331938
10006680,0.33275396,-0.064914726,0.33001408
10028683,0.32995945,-0.06173936,0.32683438
10050683,0.33275396,-0.06173936,0.32365468
10072683,0.33275396,-0.064914726,0.32683438
10094673,0.33275396,-0.06173936,0.32683438
10116681,0.33275396,-0.06173936,0.3331938
10138673,0.33275396,-0.06173936,0.32683438
10160711,0.33275396,-0.06173936,0.32683438
10182674,0.33275396,-0.06173936,0.33001408
10204674,0.33275396,-0.06173936,0.3331938
10226684,0.33275396,-0.06173936,0.33001408
10248675,0.32995945,-0.06173936,0.32683438
10270680,0.33275396,-0.06173936,0.3331938
10292674,0.33275396,-0.064914726,0.33001408
10314676,0.33275396,-0.06173936,0.33001408
10336872,0.33275396,-0.06173936,0.32683438
10358732,0.33275396,-0.06173936,0.32365468
10380901,0.33275396,-0.064914726,0.33001408
10402682,0.33275396,-0.064914726,0.3331938
10424946,0.33275396,-0.06173936,0.3331938
10447693,0.33275396,-0.06173936,0.32683438
10470681,0.33275396,-0.06173936,0.3331938
10492855,0.32716495,-0.064914726,0.33001408
10515688,0.32995945,-0.06173936,0.32683438
10538681,0.33275396,-0.064914726,0.33001408
10560905,0.32995945,-0.064914726,0.32683438
10582674,0.32995945,-0.064914726,0.33001408
10604945,0.32995945,-0.064914726,0.32683438
10626673,0.33275396,-0.06173936,0.32683438
10648848,0.32995945,-0.06173936,0.3331938
10671695,0.33275396,-0.06173936,0.3331938
10694784,0.33275396,-0.064914726,0.33001408
10717684,0.33275396,-0.06173936,0.33001408
10739700,0.33275396,-0.06173936,0.33001408
10761683,0.32995945,-0.06173936,0.33001408
10783696,0.33275396,-0.06173936,0.33001408
10805682,0.32995945,-0.064914726,0.32683438
10827699,0.33275396,-0.06173936,0.33001408
10849682,0.33554843,-0.06173936,0.32683438
10871694,0.33275396,-0.06173936,0.3331938
10894673,0.32995945,-0.06173936,0.32683438
10916841,0.33275396,-0.06173936,0.32365468
10939691,0.33275396,-0.06173936,0.32365468
10962682,0.32995945,-0.064914726,0.32365468
10984916,0.33275396,-0.06173936,0.32683438
11006680,0.33275396,-0.064914726,0.33001408
11028914,0.33275396,-0.06173936,0.3331938
11050673,0.32995945,-0.06173936,0.32683438
11072945,0.33275396,-0.06173936,0.33001408
11094681,0.32995945,-0.06173936,0.33001408
11116862,0.33275396,-0.06173936,0.33001408
11139692,0.33275396,-0.064914726,0.32365468
11162682,0.33275396,-0.06173936,0.32683438
11184976,0.33275396,-0.06173936,0.32365468
11207683,0.33275396,-0.06173936,0.31093588
11230682,0.33275396,-0.06173936,0.32683438
11251688,0.33275396,-0.06173936,0.32683438
11274673,0.33554843,-0.06173936,0.32683438
11296854,0.33275396,-0.06173936,0.32683438
11318681,0.32995945,-0.06173936,0.33001408
11340865,0.32995945,-0.06173936,0.3363735
11363695,0.33275396,-0.06173936,0.33001408
11386683,0.33275396,-0.064914726,0.3331938
11408943,0.33275396,-0.06173936,0.32683438
11431691,0.33275396,-0.06173936,0.33001408
11453684,0.33275396,-0.06173936,0.33001408
11475688,0.32995945,-0.06173936,0.3331938
11498680,0.33275396,-0.064914726,0.33001408
